Dawn of the Planet of the Apes,45000,7.6,Action^Adventure^Drama^Sci-Fi,170000000,208543795,English,USA
Maleficent,89000,7,Action^Adventure^Family^Fantasy^Romance,180000000,241407328,English,USA
Captain America: The Winter Soldier,55000,7.8,Action^Adventure^Sci-Fi,170000000,259746958,English,USA
47 Ronin,35000,6.3,Action^Adventure^Drama^Fantasy,175000000,38297305,English,USA
Big Hero 6,41000,7.9,Action^Adventure^Animation^Comedy^Drama^Family^Sci-Fi,165000000,222487711,English,USA
Wreck-It Ralph,40000,7.8,Adventure^Animation^Comedy^Family^Sci-Fi,165000000,189412677,English,USA
Tomorrowland,37000,6.5,Action^Adventure^Family^Mystery^Sci-Fi,190000000,93417865,English,USA
The Polar Express,10000,6.6,Adventure^Animation^Family^Fantasy,165000000,665426,English,USA
How to Train Your Dragon,33000,8.2,Adventure^Animation^Family^Fantasy,165000000,217387997,English,USA
Guardians of the Galaxy,96000,8.1,Action^Adventure^Sci-Fi,170000000,333130696,English,USA
Interstellar,349000,8.6,Adventure^Drama^Sci-Fi,165000000,187991439,English,USA
Inception,175000,8.8,Action^Adventure^Sci-Fi^Thriller,160000000,292568851,English,USA
The Hobbit: An Unexpected Journey,166000,7.9,Adventure^Fantasy,180000000,303001229,English,USA
The Curious Case of Benjamin Button,23000,7.8,Drama^Fantasy^Romance,150000000,127490802,English,USA
The Fast and the Furious,14000,6.7,Action^Crime^Thriller,38000000,144512310,English,USA
X-Men: First Class,54000,7.8,Action^Adventure^Sci-Fi,160000000,146405371,English,USA
The Sorcerer's Apprentice,11000,6.1,Action^Adventure^Family^Fantasy,150000000,63143812,English,USA
Warcraft,89000,7.3,Action^Adventure^Fantasy,160000000,46978995,English,USA
The Chronicles of Narnia: The Voyage of the Dawn Treader,11000,6.3,Adventure^Family^Fantasy,155000000,104383624,English,USA
The Hunger Games: Mockingjay - Part 2,38000,6.6,Adventure^Sci-Fi,160000000,281666058,English,USA
Terminator Genisys,82000,6.6,Action^Adventure^Sci-Fi,155000000,89732035,English,USA
Ratatouille,10000,8,Animation^Comedy^Family^Fantasy,150000000,206435493,English,USA
Frozen,58000,7.6,Adventure^Animation^Comedy^Family^Fantasy^Musical,150000000,400736600,English,USA
Thor: The Dark World,63000,7.1,Action^Adventure^Fantasy,170000000,206360018,English,USA
Batman Begins,15000,8.3,Action^Adventure,150000000,205343774,English,USA
I Am Legend,11000,7.2,Drama^Horror^Sci-Fi,150000000,256386216,English,USA
Mission: Impossible - Rogue Nation,47000,7.4,Action^Adventure^Thriller,150000000,195000874,English,China
Thor,63000,7,Action^Adventure^Fantasy,150000000,181015141,English,USA
Dark Shadows,82000,6.2,Comedy^Fantasy^Horror,100000000,79711678,English,USA
Mad Max: Fury Road,191000,8.1,Action^Adventure^Sci-Fi^Thriller,150000000,153629485,English,Australia
Wrath of the Titans,19000,5.8,Action^Adventure^Fantasy,150000000,83640426,English,USA
Kung Fu Panda 2,20000,7.3,Action^Adventure^Animation^Comedy^Family,150000000,165230261,English,USA
The Last Airbender,18000,4.2,Action^Adventure^Family^Fantasy,150000000,131564731,English,USA
Madagascar 3: Europe's Most Wanted,17000,6.9,Adventure^Animation^Comedy^Family,145000000,216366733,English,USA
White House Down,33000,6.4,Action^Drama^Thriller,150000000,73103784,English,USA
Rise of the Guardians,25000,7.3,Adventure^Animation^Family^Fantasy,145000000,103400692,English,USA
Armageddon,11000,6.6,Action^Adventure^Sci-Fi^Thriller,140000000,201573391,English,USA
Exodus: Gods and Kings,51000,6.1,Action^Adventure^Drama,140000000,65007045,English,UK
Mission: Impossible - Ghost Protocol,35000,7.4,Action^Adventure^Thriller,145000000,209364921,English,USA
Star Trek,19000,8,Action^Adventure^Sci-Fi,150000000,257704099,English,USA
How to Train Your Dragon 2,46000,7.9,Action^Adventure^Animation^Comedy^Family^Fantasy,145000000,176997107,English,USA
G.I. Joe: Retaliation,42000,5.8,Action^Adventure^Sci-Fi^Thriller,130000000,122512052,English,USA
Watchmen,18000,7.7,Action^Drama^Mystery^Sci-Fi,130000000,107503316,English,USA
The Twilight Saga: Breaking Dawn - Part 2,65000,5.5,Adventure^Drama^Fantasy^Romance,120000000,292298923,English,USA
Captain America: The First Avenger,46000,6.9,Action^Adventure^Sci-Fi,140000000,176636816,English,USA
The Revenant,190000,8.1,Adventure^Drama^Thriller^Western,135000000,183635922,English,USA
Rango,26000,7.2,Adventure^Animation^Comedy^Family^Western,135000000,123207194,English,USA
Ant-Man,61000,7.4,Action^Adventure^Comedy^Sci-Fi,130000000,180191634,English,USA
Puss in Boots,16000,6.7,Action^Adventure^Animation^Comedy^Family^Fantasy,130000000,149234747,English,USA
Noah,71000,5.8,Action^Adventure^Drama,125000000,101160529,English,USA
The Twilight Saga: Breaking Dawn - Part 2,65000,5.5,Adventure^Drama^Fantasy^Romance,120000000,292298923,English,USA
The Hunger Games: Catching Fire,82000,7.6,Adventure^Sci-Fi^Thriller,130000000,424645577,English,USA
Salt,23000,6.4,Action^Crime^Mystery^Thriller,110000000,118311368,English,USA
The Adventures of Tintin,44000,7.4,Action^Adventure^Family^Mystery,135000000,77564037,English,USA
Harry Potter and the Prisoner of Azkaban,11000,7.8,Adventure^Family^Fantasy^Mystery,130000000,249358727,English,UK
After Earth,37000,4.9,Action^Adventure^Sci-Fi,130000000,60522097,English,USA
Harry Potter and the Sorcerer's Stone,16000,7.5,Adventure^Family^Fantasy,125000000,317557891,English,UK
Megamind,13000,7.3,Action^Animation^Comedy^Family^Sci-Fi,130000000,148337537,English,USA
Pirates of the Caribbean: The Curse of the Black Pearl,10000,8.1,Action^Adventure^Fantasy,140000000,305388685,English,USA
The Hunger Games: Mockingjay - Part 1,52000,6.7,Adventure^Sci-Fi^Thriller,125000000,337103873,English,USA
Sherlock Holmes: A Game of Shadows,39000,7.5,Action^Adventure^Crime^Mystery^Thriller,125000000,186830669,English,USA
Clash of the Titans,15000,5.8,Action^Adventure^Fantasy,125000000,163192114,English,USA
The Day After Tomorrow,19000,6.4,Action^Adventure^Sci-Fi^Thriller,125000000,186739919,English,USA
Fast Five,54000,7.3,Action^Crime^Thriller,125000000,209805005,English,USA
The Bourne Legacy,31000,6.7,Action^Adventure^Thriller,125000000,113165635,English,USA
Life of Pi,122000,8,Adventure^Drama^Fantasy,120000000,124976634,English,USA
Prometheus,97000,7,Adventure^Mystery^Sci-Fi,130000000,126464904,English,USA
Elysium,61000,6.6,Action^Drama^Sci-Fi^Thriller,115000000,93050117,English,USA
RoboCop,60000,6.2,Action^Crime^Sci-Fi^Thriller,100000000,58607007,English,USA
Knight and Day,11000,6.3,Action^Comedy^Romance,117000000,76418654,English,USA
Oblivion,71000,7,Action^Adventure^Mystery^Sci-Fi,120000000,89021735,English,USA
Star Wars: Episode III - Revenge of the Sith,10000,7.6,Action^Adventure^Fantasy^Sci-Fi,113000000,380262555,English,USA
The Wolverine,68000,6.7,Action^Adventure^Sci-Fi^Thriller,120000000,132550960,English,USA
Star Wars: Episode I - The Phantom Menace,13000,6.5,Action^Adventure^Fantasy^Sci-Fi,115000000,474544677,English,USA
The Croods,28000,7.3,Adventure^Animation^Comedy^Family^Fantasy,135000000,187165546,English,USA
Teenage Mutant Ninja Turtles,62000,5.9,Action^Adventure^Comedy^Sci-Fi,125000000,190871240,English,USA
Gravity,147000,7.8,Adventure^Drama^Sci-Fi^Thriller,100000000,274084951,English,UK
San Andreas,52000,6.1,Action^Adventure^Drama^Thriller,110000000,155181732,English,USA
Fantastic Four,41000,4.3,Action^Adventure^Sci-Fi,120000000,56114221,English,USA
300: Rise of an Empire,71000,6.2,Action^Drama^Fantasy^War,110000000,106369117,English,USA
Insurgent,27000,6.3,Adventure^Sci-Fi^Thriller,110000000,129995817,English,USA
The Green Hornet,14000,5.8,Action^Comedy^Crime^Sci-Fi^Thriller,120000000,98780042,English,USA
Ender's Game,123000,6.7,Action^Sci-Fi,110000000,61656849,English,USA
Real Steel,36000,7.1,Action^Drama^Sci-Fi^Sport,110000000,85463309,English,USA
The Lord of the Rings: The Fellowship of the Ring,21000,8.8,Action^Adventure^Drama^Fantasy,93000000,313837577,English,New Zealand
Gladiator,21000,8.5,Action^Drama^Romance,103000000,187670866,English,USA
The Martian,153000,8.1,Adventure^Drama^Sci-Fi,108000000,228430993,English,USA
Terminator 2: Judgment Day,13000,8.5,Action^Sci-Fi,102000000,204843350,English,USA
Django Unchained,199000,8.5,Drama^Western,100000000,162804648,English,USA
The Tourist,25000,6,Action^Romance^Thriller,100000000,67631157,English,USA
The Other Guys,16000,6.7,Action^Comedy^Crime,100000000,119219978,English,USA
The Expendables 2,108000,6.7,Action^Adventure^Thriller,92000000,85017401,English,USA
The Wolf of Wall Street,138000,8.2,Biography^Comedy^Crime^Drama,100000000,116866727,English,USA
Cloud Atlas,124000,7.5,Drama^Sci-Fi,102000000,27098580,English,Germany
The Expendables 3,56000,6.1,Action^Adventure^Thriller,90000000,39292022,English,USA
Blood Diamond,14000,8,Adventure^Drama^Thriller,100000000,57366262,English,Germany
Hercules,21000,6,Action^Adventure,100000000,72660029,English,USA
Black Hawk Down,10000,7.7,Drama^History^War,92000000,108638745,English,USA
The Campaign,18000,6.2,Comedy,95000000,86897182,English,USA
Ice Age: Continental Drift,14000,6.6,Adventure^Animation^Comedy^Family,95000000,161317423,English,USA
The Lovely Bones,16000,6.7,Drama^Fantasy^Thriller,65000000,43982842,English,USA
Finding Nemo,11000,8.2,Adventure^Animation^Comedy^Family,94000000,380838870,English,USA
The Fifth Element,18000,7.7,Action^Adventure^Sci-Fi,93000000,63540020,English,France
Cinderella,56000,7,Drama^Family^Fantasy^Romance,95000000,201148159,English,USA
The Lord of the Rings: The Two Towers,10000,8.7,Action^Adventure^Drama^Fantasy,94000000,340478898,English,USA
The Lord of the Rings: The Return of the King,16000,8.9,Action^Adventure^Drama^Fantasy,94000000,377019252,English,USA
Transcendence,37000,6.3,Drama^Mystery^Romance^Sci-Fi^Thriller,100000000,23014504,English,UK
Rise of the Planet of the Apes,47000,7.6,Action^Drama^Sci-Fi^Thriller,93000000,176740650,English,USA
The Departed,29000,8.5,Crime^Drama^Thriller,90000000,132373442,English,USA
Unstoppable,18000,6.8,Action^Thriller,100000000,81557479,English,USA
Mulan,12000,7.5,Adventure^Animation^Family^Fantasy^Musical^War,90000000,120618403,English,USA
The Secret Life of Walter Mitty,70000,7.3,Adventure^Comedy^Drama^Fantasy^Romance,90000000,58229120,English,USA
A Good Day to Die Hard,66000,5.3,Action^Thriller,92000000,67344392,English,USA
A.I. Artificial Intelligence,11000,7.1,Adventure^Drama^Sci-Fi,100000000,78616689,English,USA
Sherlock Holmes,20000,7.6,Action^Adventure^Crime^Mystery^Thriller,90000000,209019489,English,USA
Rio,19000,7,Adventure^Animation^Comedy^Family^Musical,90000000,143618384,English,USA
The Girl with the Dragon Tattoo,54000,7.8,Crime^Drama^Mystery^Thriller,90000000,102515793,English,USA
Contact,15000,7.4,Drama^Mystery^Sci-Fi^Thriller,90000000,100853835,English,USA
Fantastic Four,41000,4.3,Action^Adventure^Sci-Fi,120000000,56114221,English,USA
The Fast and the Furious,14000,6.7,Action^Crime^Thriller,38000000,144512310,English,USA
Cast Away,23000,7.7,Adventure^Drama^Romance,90000000,233630478,English,USA
Hannibal,59000,8.6,Crime^Drama^Horror^Mystery^Thriller,7800000,45000123,English,USA
Hotel Transylvania,28000,7.1,Animation^Comedy^Family^Fantasy,85000000,148313048,English,USA
Safe House,19000,6.8,Action^Crime^Mystery^Thriller,85000000,126149655,English,USA
The Holiday,19000,6.9,Comedy^Romance,85000000,63224849,English,USA
Divergent,49000,6.7,Adventure^Mystery^Sci-Fi,85000000,150832203,English,USA
Scott Pilgrim vs. the World,36000,7.5,Action^Comedy^Fantasy^Romance,60000000,31494270,English,USA
Zodiac,12000,7.7,Crime^Drama^History^Mystery^Thriller,65000000,33048353,English,USA
Dredd,46000,7.1,Action^Sci-Fi,35000000,13401683,English,UK
The Expendables,57000,6.5,Action^Adventure^Thriller,80000000,102981571,English,USA
The Hunger Games,140000,7.3,Adventure^Drama^Sci-Fi^Thriller,78000000,407999255,English,USA
Meet Joe Black,10000,7.1,Drama^Fantasy^Romance,90000000,44606335,English,USA
RED 2,22000,6.7,Action^Comedy^Crime^Thriller,84000000,53215979,English,USA
Grown Ups 2,14000,5.4,Comedy,80000000,133668525,English,USA
The Hangover Part II,56000,6.5,Comedy,80000000,254455986,English,USA
Daredevil,55000,8.8,Action^Adventure^Crime^Drama^Sci-Fi^Thriller,60000000,24000000,English,USA
Face/Off,11000,7.3,Action^Crime^Sci-Fi^Thriller,80000000,112225777,English,USA
The Book of Eli,20000,6.9,Action^Adventure^Drama^Thriller,80000000,94822707,English,USA
Fury,82000,7.6,Action^Drama^War,68000000,85707116,English,USA
Just Go with It,19000,6.4,Comedy^Romance,80000000,103028109,English,USA
A Beautiful Mind,29000,8.2,Biography^Drama,58000000,170708996,English,USA
Shutter Island,53000,8.1,Mystery^Thriller,80000000,127968405,English,USA
The Lion King,17000,8.5,Adventure^Animation^Drama^Family^Musical,45000000,422783777,English,USA
Despicable Me 2,56000,7.5,Animation^Comedy^Family^Sci-Fi,76000000,368049635,English,USA
Independence Day,16000,6.9,Action^Adventure^Sci-Fi,75000000,306124059,English,USA
The Rock,51000,7.4,Action^Adventure^Thriller,75000000,134006721,English,USA
50 First Dates,11000,6.8,Comedy^Romance,75000000,120776832,English,USA
The Terminal,16000,7.3,Comedy^Drama,60000000,77032279,English,USA
Grown Ups,12000,6,Comedy,80000000,162001186,English,USA
The Man from U.N.C.L.E.,43000,7.3,Action^Adventure^Comedy,75000000,45434443,English,USA
Immortals,30000,6.1,Action^Drama^Fantasy^Romance,75000000,83503161,English,USA
Children of Men,17000,7.9,Drama^Sci-Fi^Thriller,76000000,35286428,English,USA
Now You See Me,105000,7.3,Crime^Mystery^Thriller,75000000,117698894,English,USA
Minions,70000,6.4,Action^Animation^Comedy^Family^Sci-Fi,74000000,336029560,English,USA
Sucker Punch,42000,6.1,Action^Fantasy,82000000,36381716,English,USA
Braveheart,17000,8.4,Biography^Drama^History^War,72000000,75600000,English,USA
xXx,10000,5.8,Action^Adventure^Thriller,70000000,141204016,English,USA
Hook,13000,6.7,Adventure^Comedy^Family^Fantasy,70000000,119654900,English,USA
Inglourious Basterds,42000,8.3,Adventure^Drama^War,75000000,120523073,English,USA
Olympus Has Fallen,45000,6.5,Action^Thriller,70000000,98895417,English,USA
Hercules,21000,6,Action^Adventure,100000000,72660029,English,USA
War Horse,28000,7.2,Drama^War,66000000,79883359,English,USA
The Monuments Men,34000,6.1,Drama^War,70000000,78031620,English,USA
Battle Los Angeles,25000,5.8,Action^Sci-Fi,70000000,83552429,English,USA
Big Fish,26000,8,Adventure^Drama^Fantasy,70000000,66257002,English,USA
Dracula Untold,37000,6.3,Action^Drama^Fantasy^Horror^War,70000000,55942830,English,USA
Stardust,15000,7.7,Adventure^Family^Fantasy^Romance,70000000,38345403,English,UK
Escape Plan,34000,6.7,Action^Crime^Mystery^Sci-Fi^Thriller,50000000,25121291,English,USA
Killer Elite,17000,6.5,Action^Crime^Thriller,35000000,25093607,English,UK
Despicable Me,31000,7.7,Animation^Comedy^Family,69000000,251501645,English,USA
Underworld: Awakening,24000,6.4,Action^Fantasy^Horror,70000000,62321039,English,USA
The Twilight Saga: Eclipse,29000,4.9,Adventure^Drama^Fantasy^Romance,68000000,300523113,English,USA
Ted 2,30000,6.4,Comedy,68000000,81257500,English,USA
Abraham Lincoln: Vampire Hunter,98000,5.9,Action^Fantasy^Horror,69000000,37516013,English,USA
Hall Pass,10000,5.9,Comedy^Romance,36000000,45045037,English,USA
The Matrix,25000,8.7,Action^Sci-Fi,63000000,171383253,English,USA
Lincoln,71000,7.4,Biography^Drama^History^War,65000000,182204440,English,USA
Les Misérables,144000,7.6,Drama^Musical^Romance,61000000,148775460,English,USA
Saving Private Ryan,22000,8.6,Action^Drama^War,70000000,216119491,English,USA
Need for Speed,32000,6.5,Action^Crime^Drama^Thriller,66000000,43568507,English,USA
Due Date,25000,6.6,Comedy^Drama,65000000,100448498,English,USA
Unbroken,35000,7.2,Biography^Drama^Sport^War,65000000,115603980,English,USA
The Dictator,59000,6.4,Comedy^Romance,65000000,59617068,English,USA
Eyes Wide Shut,10000,7.3,Drama^Mystery^Thriller,65000000,55637680,English,UK
Focus,23000,6.6,Comedy^Crime^Drama^Romance,50100000,53846915,English,USA
Sin City: A Dame to Kill For,32000,6.5,Action^Crime^Thriller,65000000,13750556,English,USA
Fight Club,48000,8.8,Drama,63000000,37023395,English,USA
This Means War,18000,6.3,Action^Comedy^Romance,65000000,54758461,English,USA
Resident Evil: Retribution,32000,5.4,Action^Horror^Sci-Fi^Thriller,65000000,42345531,English,Germany
Everest,40000,7.1,Adventure^Biography^Drama^History^Sport^Thriller,55000000,43247140,English,UK
Perfume: The Story of a Murderer,26000,7.5,Crime^Drama^Fantasy,50000000,2208939,English,Germany
The Hateful Eight,114000,7.9,Crime^Drama^Mystery^Thriller^Western,44000000,54116191,English,USA
Jurassic Park,19000,8.1,Adventure^Sci-Fi^Thriller,63000000,356784000,English,USA
The Green Mile,30000,8.5,Crime^Drama^Fantasy^Mystery,60000000,136801374,English,USA
Gone Girl,146000,8.1,Crime^Drama^Mystery^Thriller,61000000,167735396,English,USA
The Truman Show,18000,8.1,Comedy^Drama^Sci-Fi,60000000,125603360,English,USA
M300,13000,7.7,Action^Drama^Fantasy^War,65000000,210592590,English,USA
Marley & Me,11000,7.1,Comedy^Drama^Family,60000000,143151473,English,USA
RED,32000,7.1,Action^Comedy^Crime^Thriller,58000000,90356857,English,USA
The Scorch Trials,24000,6.4,Action^Sci-Fi^Thriller,61000000,81687587,English,USA
Contagion,42000,6.6,Drama^Thriller,60000000,75638743,English,USA
2 Guns,22000,6.7,Action^Comedy^Crime^Drama^Thriller,61000000,75573300,English,USA
Jack Reacher,38000,7,Action^Crime^Mystery^Thriller,60000000,80033643,English,USA
Coraline,10000,7.7,Animation^Family^Fantasy,60000000,75280058,English,USA
The Lego Movie,64000,7.8,Action^Adventure^Animation^Comedy^Family^Fantasy,60000000,257756197,English,Australia
Man on Fire,14000,7.7,Action^Crime^Drama^Thriller,70000000,77862546,English,USA
Gangster Squad,40000,6.7,Action^Crime^Drama^Thriller,60000000,45996718,English,USA
Invictus,23000,7.4,Biography^Drama^History^Sport,60000000,37479778,English,USA
Almost Famous,15000,7.9,Adventure^Comedy^Drama^Music,60000000,32522352,English,USA
Event Horizon,10000,6.7,Horror^Sci-Fi^Thriller,60000000,26616590,English,UK
The Mortal Instruments: City of Bones,44000,6,Fantasy^Horror^Mystery^Romance,60000000,31165421,English,USA
Deadpool,117000,8.1,Action^Adventure^Comedy^Romance^Sci-Fi,58000000,363024263,English,USA
The Internship,22000,6.3,Comedy,58000000,44665963,English,USA
American Sniper,112000,7.3,Action^Biography^Drama^History^Thriller^War,58800000,350123553,English,USA
The Avengers,123000,8.1,Action^Adventure^Sci-Fi,220000000,623279547,English,USA
Resident Evil: Afterlife,19000,5.9,Action^Adventure^Horror^Sci-Fi,60000000,60128566,English,Germany
Forrest Gump,59000,8.8,Comedy^Drama,55000000,329691196,English,USA
Captain Phillips,65000,7.9,Biography^Drama^Thriller,55000000,107100855,English,USA
The Pursuit of Happyness,32000,8,Biography^Drama,55000000,162586036,English,USA
Kill Bill: Vol. 1,13000,8.1,Action,30000000,70098138,English,USA
The Watch,15000,5.7,Action^Comedy^Sci-Fi,68000000,34350553,English,USA
The Devil's Advocate,11000,7.5,Drama^Mystery^Thriller,57000000,60984028,English,USA
The Equalizer,56000,7.2,Action^Crime^Thriller,55000000,101530738,English,USA
Changeling,14000,7.8,Crime^Drama^Mystery^Thriller,55000000,35707327,English,USA
Seven Pounds,26000,7.7,Drama^Romance,55000000,69951824,English,USA
Black Mass,44000,7,Biography^Crime^Drama,53000000,62563543,English,USA
Moulin Rouge!,10000,7.6,Drama^Musical^Romance,52500000,57386369,English,USA
Law Abiding Citizen,21000,7.4,Crime^Drama^Thriller,50000000,73343413,English,USA
Catch Me If You Can,15000,8,Biography^Crime^Drama,52000000,164435221,English,USA
The Change-Up,13000,6.4,Comedy^Fantasy,52000000,37035845,English,USA
Mamma Mia!,10000,6.3,Comedy^Family^Musical^Romance,52000000,143704210,English,USA
The Twilight Saga: New Moon,13000,4.6,Adventure^Drama^Fantasy^Romance,50000000,296623634,English,USA
The Adjustment Bureau,36000,7.1,Romance^Sci-Fi^Thriller,50200000,62453315,English,USA
Zero Dark Thirty,39000,7.4,Drama^History^Thriller,40000000,95720716,English,USA
Casino,11000,8.2,Biography^Crime^Drama,52000000,42438300,English,USA
Ted,74000,7,Comedy^Fantasy,50000000,218628680,English,USA
Super 8,37000,7.1,Mystery^Sci-Fi^Thriller,50000000,126975169,English,USA
Anchorman 2: The Legend Continues,41000,6.3,Comedy,50000000,2175312,English,USA
Interview with the Vampire: The Vampire Chronicles,11000,7.6,Drama^Fantasy^Horror,60000000,105264608,English,USA
Into the Woods,90000,6,Adventure^Comedy^Drama^Fantasy^Musical,50000000,127997349,English,USA
As Good as It Gets,11000,7.7,Comedy^Drama^Romance,50000000,147637474,English,USA
22 Jump Street,24000,7.1,Action^Comedy^Crime,50000000,191616238,English,USA
We Bought a Zoo,22000,7.1,Comedy^Drama^Family,25000000,75621915,English,USA
Crazy  Stupid  Love. ,44000,7.4,Comedy^Drama^Romance,50000000,84244877,English,USA
Non-Stop,24000,7,Action^Mystery^Thriller,50000000,91439400,English,UK
Moneyball,27000,7.6,Biography^Drama^Sport,50000000,75605492,English,USA
I Am Number Four,27000,6.1,Action^Adventure^Sci-Fi^Thriller,60000000,55092830,English,USA
The Game,25000,7.8,Drama^Mystery^Thriller,50000000,48265581,English,USA
American Reunion,39000,6.7,Comedy,50000000,56724080,English,USA
V for Vendetta,48000,8.2,Action^Drama^Thriller,54000000,70496802,English,USA
Hansel & Gretel: Witch Hunters,45000,6.1,Action^Fantasy^Horror,50000000,55682070,English,Germany
The Judge,47000,7.4,Crime^Drama,50000000,47105085,English,USA
Chappie,67000,6.9,Action^Crime^Drama^Sci-Fi^Thriller,49000000,31569268,English,USA
Taken 3,38000,6,Action^Thriller,48000000,89253340,English,France
Taken 2,63000,6.3,Action^Crime^Thriller,45000000,139852971,English,France
Galaxy Quest,19000,7.3,Adventure^Comedy^Sci-Fi,45000000,71423726,English,USA
Prisoners,86000,8.1,Crime^Drama^Mystery^Thriller,46000000,60962878,English,USA
